age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,salary
All Ages, Private,197200,Basic Degree,10,Not-Married, Machine-op-inspct, Own-child,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,544091,Compulsory School,9,Married, Adm-clerical, Wife,Western Origin, Female,0,0,25, United-States, <=50K
All Ages, Self-emp-not-inc,265477,Basic Degree,12,Married, Prof-specialty, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,507875,Compulsory School,5,Married, Machine-op-inspct, Husband,Western Origin, Male,0,0,43, United-States, <=50K
All Ages, Self-emp-not-inc,88506,Basic Degree,13,Married, Prof-specialty, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,172987,Basic Degree,13,Married, Tech-support, Husband,Western Origin, Male,0,0,50, United-States, <=50K
All Ages, Private,94638,Compulsory School,9,Married, Adm-clerical, Unmarried,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,289980,Compulsory School,9,Not-Married, Handlers-cleaners, Not-in-family,Western Origin, Male,0,0,35, United-States, <=50K
All Ages, Private,144361,Compulsory School,9,Married, Machine-op-inspct, Husband,Western Origin, Male,0,0,38, United-States, <=50K
All Ages, Private,128354,Advanced Degree,14,Not-Married, Exec-managerial, Unmarried,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, State-gov,101603,Basic Degree,11,Married, Craft-repair, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,271466,Basic Degree,11,Not-Married, Prof-specialty, Not-in-family,Western Origin, Male,0,0,43, United-States, <=50K
All Ages, Private,32275,Basic Degree,10,Married, Exec-managerial, Wife,Non-Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,226956,Compulsory School,9,Not-Married, Other-service, Own-child,Western Origin, Female,0,0,30,, <=50K
All Ages, Self-emp-inc,109832,Compulsory School,9,Not-Married, Exec-managerial, Not-in-family,Western Origin, Male,0,0,60, United-States, <=50K
All Ages, Private,216666,Compulsory School,3,Married, Machine-op-inspct, Husband,Western Origin, Male,0,0,40, Mexico, <=50K
All Ages, Private,56352,Basic Degree,11,Married, Other-service, Husband,Western Origin, Male,0,0,40, Puerto-Rico, <=50K
All Ages, Private,147372,Compulsory School,9,Married, Adm-clerical, Husband,Western Origin, Male,0,0,48, United-States, <=50K
All Ages, Private,188146,Compulsory School,9,Married, Machine-op-inspct, Husband,Western Origin, Male,5013,0,40, United-States, <=50K
All Ages, Private,59496,Basic Degree,13,Married, Sales, Husband,Western Origin, Male,2407,0,40, United-States, <=50K
All Ages,,293936,Compulsory School,4,Married,, Not-in-family,Western Origin, Male,0,0,40,, <=50K
All Ages, Private,149640,Compulsory School,9,Married, Transport-moving, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,105598,Basic Degree,10,Not-Married, Tech-support, Not-in-family,Western Origin, Male,0,0,58, United-States, <=50K
All Ages, Private,155537,Compulsory School,9,Married, Craft-repair, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,183175,Basic Degree,10,Not-Married, Adm-clerical, Not-in-family,Western Origin, Female,0,0,40, United-States, <=50K
All Ages,,200681,Basic Degree,10,Not-Married,, Own-child,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,101509,Basic Degree,10,Not-Married, Prof-specialty, Own-child,Western Origin, Male,0,0,32, United-States, <=50K
All Ages, Private,309974,Basic Degree,13,Married, Sales, Own-child,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,211678,Basic Degree,10,Not-Married, Machine-op-inspct, Not-in-family,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,124744,Basic Degree,10,Married, Prof-specialty, Other-relative,Western Origin, Male,0,0,20, United-States, <=50K
All Ages, Private,213921,Compulsory School,9,Not-Married, Other-service, Own-child,Western Origin, Male,0,0,40, Mexico, <=50K
All Ages, Private,32214,Basic Degree,12,Married, Adm-clerical, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages,,212759,Compulsory School,6,Married,, Husband,Western Origin, Male,0,0,2, United-States, <=50K
All Ages, Private,309634,Compulsory School,7,Not-Married, Other-service, Own-child,Western Origin, Female,0,0,22, United-States, <=50K
All Ages, Local-gov,125927,Compulsory School,4,Married, Farming-fishing, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,446839,Compulsory School,9,Not-Married, Sales, Not-in-family,Western Origin, Male,0,0,30, United-States, <=50K
All Ages, Private,276515,Basic Degree,13,Married, Other-service, Husband,Western Origin, Male,0,0,40, Cuba, <=50K
All Ages, Private,51618,Compulsory School,9,Married, Other-service, Wife,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,159937,Compulsory School,9,Married, Sales, Husband,Western Origin, Male,0,0,48, United-States, <=50K
All Ages, Private,346253,Compulsory School,9,Not-Married, Sales, Own-child,Western Origin, Female,0,0,35, United-States, <=50K
All Ages, Private,202051,Advanced Degree,14,Married, Prof-specialty, Husband,Western Origin, Male,0,0,50, United-States, <=50K
All Ages, Private,54334,Compulsory School,5,Not-Married, Sales, Not-in-family,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,249977,Basic Degree,11,Married, Prof-specialty, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,286730,Basic Degree,10,Not-Married, Craft-repair, Unmarried,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,212563,Basic Degree,10,Not-Married, Machine-op-inspct, Unmarried,Western Origin, Female,0,0,25, United-States, <=50K
All Ages, Private,117747,Compulsory School,9,Married, Sales, Wife,Non-Western Origin, Female,0,1573,35,, <=50K
All Ages, Local-gov,115585,Basic Degree,10,Not-Married, Handlers-cleaners, Not-in-family,Western Origin, Male,0,0,50, United-States, <=50K
All Ages, Private,171095,Basic Degree,12,Not-Married, Exec-managerial, Unmarried,Western Origin, Female,0,0,40, England, <=50K
All Ages, Federal-gov,249409,Compulsory School,9,Not-Married, Other-service, Own-child,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Self-emp-not-inc,149116,Advanced Degree,14,Not-Married, Prof-specialty, Not-in-family,Western Origin, Female,0,0,50, United-States, <=50K
All Ages, Private,188300,Basic Degree,10,Not-Married, Tech-support, Own-child,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,103432,Compulsory School,9,Not-Married, Craft-repair, Not-in-family,Western Origin, Male,0,0,40, United-States, <=50K
All Ages,,304873,Compulsory School,6,Not-Married,, Own-child,Western Origin, Female,34095,0,32, United-States, <=50K
All Ages, Private,194901,Compulsory School,7,Not-Married, Handlers-cleaners, Own-child,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Local-gov,189265,Compulsory School,9,Not-Married, Adm-clerical, Not-in-family,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,124692,Compulsory School,9,Married, Handlers-cleaners, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,432376,Basic Degree,13,Not-Married, Sales, Other-relative,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,377869,Basic Degree,10,Married, Sales, Wife,Western Origin, Female,4064,0,25, United-States, <=50K
All Ages, Private,102864,Compulsory School,9,Not-Married, Machine-op-inspct, Own-child,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,95647,Compulsory School,5,Married, Handlers-cleaners, Husband,Western Origin, Male,0,0,50, United-States, <=50K
All Ages, Self-emp-inc,303090,Basic Degree,10,Married, Sales, Husband,Western Origin, Male,0,0,50, United-States, <=50K
All Ages, Private,247552,Basic Degree,10,Married, Sales, Husband,Western Origin, Male,0,0,56, United-States, <=50K
All Ages, Private,102632,Compulsory School,9,Not-Married, Craft-repair, Not-in-family,Western Origin, Male,0,0,41, United-States, <=50K
All Ages, Private,199915,Basic Degree,10,Not-Married, Other-service, Own-child,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,118853,Basic Degree,13,Married, Exec-managerial, Husband,Western Origin, Male,0,0,60, United-States, <=50K
All Ages, Private,77143,Basic Degree,13,Not-Married, Exec-managerial, Own-child,Western Origin, Male,0,0,40, Germany, <=50K
All Ages, Private,301606,Basic Degree,10,Not-Married, Other-service, Own-child,Western Origin, Male,0,0,35, United-States, <=50K
All Ages, Private,111697,Basic Degree,10,Not-Married, Adm-clerical, Own-child,Western Origin, Female,0,1719,28, United-States, <=50K
All Ages,,129305,Compulsory School,9,Married,, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,365739,Basic Degree,10,Not-Married, Craft-repair, Not-in-family,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,69621,Basic Degree,12,Not-Married, Sales, Not-in-family,Western Origin, Female,0,0,60, United-States, <=50K
All Ages, Private,43323,Compulsory School,9,Not-Married, Other-service, Not-in-family,Western Origin, Female,0,1762,40, United-States, <=50K
All Ages, Self-emp-not-inc,120985,Compulsory School,9,Married, Craft-repair, Husband,Western Origin, Male,4386,0,35, United-States, <=50K
All Ages, Private,254202,Basic Degree,13,Married, Sales, Husband,Western Origin, Male,0,0,50, United-States, <=50K
All Ages, Private,146195,Basic Degree,12,Not-Married, Tech-support, Not-in-family,Western Origin, Female,0,0,36, United-States, <=50K
All Ages, Self-emp-not-inc,56920,Compulsory School,9,Married, Craft-repair, Husband,Western Origin, Male,0,0,60, United-States, <=50K
All Ages, Private,163127,Basic Degree,11,Married, Adm-clerical, Wife,Western Origin, Female,0,0,35, United-States, <=50K
All Ages, Private,34310,Basic Degree,10,Not-Married, Sales, Own-child,Western Origin, Male,0,0,20, United-States, <=50K
All Ages, Self-emp-inc,66614,Compulsory School,9,Married, Craft-repair, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,232782,Basic Degree,10,Not-Married, Sales, Own-child,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,316868,Basic Degree,10,Not-Married, Other-service, Own-child,Western Origin, Male,0,0,30, Mexico, <=50K
All Ages, Private,105376,Basic Degree,10,Not-Married, Tech-support, Other-relative,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,185814,Compulsory School,9,Not-Married, Transport-moving, Unmarried,Western Origin, Female,0,0,30, United-States, <=50K
All Ages, Private,175374,Basic Degree,10,Married, Other-service, Husband,Western Origin, Male,0,0,24, United-States, <=50K
All Ages, Private,108293,Compulsory School,9,Not-Married, Other-service, Unmarried,Western Origin, Female,0,0,24, United-States, <=50K
All Ages, Private,181232,Compulsory School,7,Married, Craft-repair, Husband,Western Origin, Male,0,2179,40, United-States, <=50K
All Ages,,174662,Basic Degree,10,Not-Married,, Not-in-family,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Local-gov,186009,Basic Degree,10,Not-Married, Adm-clerical, Unmarried,Western Origin, Female,0,0,38, Mexico, <=50K
All Ages, Private,198183,Compulsory School,9,Not-Married, Adm-clerical, Not-in-family,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,163003,Basic Degree,13,Not-Married, Exec-managerial, Other-relative,Non-Western Origin, Female,0,0,40, Philippines, <=50K
All Ages, Private,296158,Compulsory School,9,Not-Married, Craft-repair, Own-child,Western Origin, Male,0,0,35, United-States, <=50K
All Ages, Private,187715,Compulsory School,9,Married, Craft-repair, Husband,Western Origin, Male,0,0,46, United-States, <=50K
All Ages, Private,214542,Basic Degree,13,Not-Married, Handlers-cleaners, Not-in-family,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Self-emp-not-inc,494223,Basic Degree,10,Married, Sales, Unmarried,Western Origin, Male,0,1816,2, United-States, <=50K
All Ages, Private,191535,Compulsory School,9,Not-Married, Craft-repair, Not-in-family,Western Origin, Male,0,0,60, United-States, <=50K
All Ages, Private,228456,Basic Degree,13,Married, Other-service, Other-relative,Western Origin, Male,0,0,50, United-States, <=50K
All Ages,,38317,Compulsory School,2,Not-Married,, Not-in-family,Western Origin, Female,0,0,20, United-States, <=50K
All Ages, Private,252752,Compulsory School,9,Not-Married, Other-service, Unmarried,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Self-emp-inc,78374,Advanced Degree,14,Not-Married, Exec-managerial, Unmarried,Non-Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,88419,Compulsory School,9,Not-Married, Exec-managerial, Not-in-family,Non-Western Origin, Female,0,0,40, England, <=50K
All Ages, Private,207157,Basic Degree,10,Not-Married, Other-service, Unmarried,Western Origin, Female,0,0,40, Mexico, <=50K
All Ages, Federal-gov,235485,Basic Degree,12,Not-Married, Exec-managerial, Not-in-family,Western Origin, Male,0,0,42, United-States, <=50K
All Ages, State-gov,102628,Advanced Degree,14,Not-Married, Protective-serv, Unmarried,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,25828,Compulsory School,7,Not-Married, Handlers-cleaners, Own-child,Western Origin, Male,0,0,16, United-States, <=50K
All Ages, Local-gov,54826,Basic Degree,11,Not-Married, Prof-specialty, Not-in-family,Western Origin, Female,0,0,20, United-States, <=50K
All Ages, Private,124953,Compulsory School,9,Not-Married, Other-service, Not-in-family,Western Origin, Male,0,1980,40, United-States, <=50K
All Ages, State-gov,175325,Compulsory School,9,Married, Protective-serv, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,428030,Basic Degree,13,Not-Married, Craft-repair, Not-in-family,Western Origin, Male,0,0,50, United-States, <=50K
All Ages, Private,253814,Compulsory School,9,Married, Sales, Unmarried,Western Origin, Female,0,0,25, United-States, <=50K
All Ages, Private,312956,Compulsory School,9,Not-Married, Craft-repair, Own-child,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,483777,Compulsory School,9,Not-Married, Handlers-cleaners, Not-in-family,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,183930,Compulsory School,9,Not-Married, Other-service, Own-child,Western Origin, Male,0,0,12, United-States, <=50K
All Ages, Private,37274,Basic Degree,13,Married, Prof-specialty, Husband,Western Origin, Male,0,0,65, United-States, <=50K
All Ages, Private,114580,Basic Degree,10,Not-Married, Adm-clerical, Not-in-family,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,633742,Basic Degree,10,Not-Married, Craft-repair, Not-in-family,Western Origin, Male,0,0,45, United-States, <=50K
All Ages, Private,304030,Compulsory School,9,Married, Adm-clerical, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Self-emp-not-inc,143129,Basic Degree,13,Not-Married, Exec-managerial, Not-in-family,Western Origin, Female,0,0,40, United-States, <=50K
All Ages,,135105,Basic Degree,13,Not-Married,, Not-in-family,Western Origin, Female,0,0,50, United-States, <=50K
All Ages, Private,99928,Advanced Degree,14,Married, Prof-specialty, Wife,Western Origin, Female,0,0,50, United-States, <=50K
All Ages, Private,155222,Basic Degree,10,Not-Married, Machine-op-inspct, Not-in-family,Western Origin, Female,0,0,28, United-States, <=50K
All Ages, Private,159567,Basic Degree,10,Married, Machine-op-inspct, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Local-gov,523910,Basic Degree,13,Married, Craft-repair, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,120939,Basic Degree,10,Married, Tech-support, Husband,Western Origin, Male,0,0,45, United-States, <=50K
All Ages, Federal-gov,130760,Basic Degree,13,Married, Tech-support, Husband,Western Origin, Male,0,0,24, United-States, <=50K
All Ages, Private,197387,Compulsory School,3,Married, Transport-moving, Other-relative,Western Origin, Male,0,0,40, Mexico, <=50K
All Ages, Private,99374,Basic Degree,10,Not-Married, Craft-repair, Not-in-family,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Self-emp-not-inc,32921,Compulsory School,9,Not-Married, Sales, Not-in-family,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,397317,Advanced Degree,14,Not-Married, Prof-specialty, Not-in-family,Western Origin, Female,0,1876,40, United-States, <=50K
All Ages,,170653,Compulsory School,9,Not-Married,, Own-child,Western Origin, Male,0,0,40, Italy, <=50K
All Ages, Local-gov,254817,Basic Degree,10,Not-Married, Prof-specialty, Not-in-family,Western Origin, Female,0,1340,40, United-States, <=50K
All Ages, State-gov,48211,Compulsory School,9,Not-Married, Adm-clerical, Unmarried,Western Origin, Female,0,0,35, United-States, <=50K
All Ages, Private,140164,Compulsory School,7,Not-Married, Sales, Own-child,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,36270,Compulsory School,9,Not-Married, Craft-repair, Not-in-family,Western Origin, Male,0,0,60, United-States, <=50K
All Ages, Private,65368,Compulsory School,7,Not-Married, Sales, Own-child,Western Origin, Female,0,0,12, United-States, <=50K
All Ages, Local-gov,160943,Compulsory School,9,Married, Transport-moving, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,153790,Basic Degree,10,Not-Married, Sales, Not-in-family,Non-Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,85815,Compulsory School,9,Married, Craft-repair, Husband,Non-Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,313321,Basic Degree,12,Not-Married, Sales, Not-in-family,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,182609,Basic Degree,13,Married, Sales, Husband,Western Origin, Male,0,0,50, Poland, <=50K
All Ages, Private,109434,Basic Degree,13,Married, Prof-specialty, Husband,Western Origin, Male,0,0,55, United-States, <=50K
All Ages, Private,255004,Compulsory School,6,Not-Married, Craft-repair, Not-in-family,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,197860,Basic Degree,10,Married, Handlers-cleaners, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages,,187656,Compulsory School,2,Not-Married,, Not-in-family,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,51744,Compulsory School,9,Not-Married, Other-service, Not-in-family,Western Origin, Male,0,2206,40, United-States, <=50K
All Ages, Private,176681,Compulsory School,9,Married, Adm-clerical, Husband,Western Origin, Male,0,0,20, United-States, <=50K
All Ages, Local-gov,140359,Compulsory School,1,Not-Married, Machine-op-inspct, Not-in-family,Western Origin, Female,0,0,35, United-States, <=50K
All Ages, Private,243313,Compulsory School,9,Not-Married, Sales, Own-child,Western Origin, Female,0,0,40, United-States, <=50K
All Ages,,24215,Compulsory School,6,Not-Married,, Not-in-family,Non-Western Origin, Female,0,0,10, United-States, <=50K
All Ages, Self-emp-not-inc,167687,Compulsory School,9,Married, Farming-fishing, Husband,Western Origin, Male,1409,0,50, United-States, <=50K
All Ages, Private,314209,Basic Degree,11,Not-Married, Adm-clerical, Not-in-family,Western Origin, Female,0,0,20, Columbia, <=50K
All Ages, Private,176796,Compulsory School,9,Not-Married, Adm-clerical, Not-in-family,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,538583,Compulsory School,7,Married, Transport-moving, Not-in-family,Western Origin, Male,3674,0,40, United-States, <=50K
All Ages, Private,130408,Compulsory School,9,Not-Married, Sales, Unmarried,Western Origin, Female,0,0,38, United-States, <=50K
All Ages, Private,159732,Basic Degree,10,Not-Married, Adm-clerical, Not-in-family,Western Origin, Male,0,0,42, United-States, <=50K
All Ages, Private,110978,Basic Degree,10,Not-Married, Craft-repair, Other-relative,Non-Western Origin, Female,0,0,40, United-States, <=50K
All Ages, State-gov,268700,Compulsory School,9,Married, Other-service, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, State-gov,170525,Basic Degree,10,Not-Married, Adm-clerical, Not-in-family,Western Origin, Female,0,0,38, United-States, <=50K
All Ages, Private,115458,Compulsory School,9,Not-Married, Transport-moving, Own-child,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Self-emp-not-inc,196001,Compulsory School,9,Married, Other-service, Wife,Western Origin, Female,0,0,20, United-States, <=50K
All Ages, State-gov,273905,Basic Degree,12,Married, Protective-serv, Husband,Western Origin, Male,0,0,50, United-States, <=50K
All Ages,,119156,Basic Degree,10,Not-Married,, Own-child,Western Origin, Male,0,0,20, United-States, <=50K
All Ages, Private,179488,Basic Degree,10,Not-Married, Craft-repair, Not-in-family,Western Origin, Male,0,1741,40, United-States, <=50K
All Ages, Private,203580,Compulsory School,9,Married, Adm-clerical, Husband,Western Origin, Male,0,0,35,, <=50K
All Ages, Private,183916,Compulsory School,9,Not-Married, Other-service, Not-in-family,Western Origin, Female,0,0,34, United-States, <=50K
All Ages, Private,153141,Compulsory School,9,Married, Adm-clerical, Husband,Western Origin, Male,0,0,40,, <=50K
All Ages, Private,390781,Basic Degree,13,Married, Adm-clerical, Wife,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Local-gov,171328,Compulsory School,6,Not-Married, Other-service, Unmarried,Western Origin, Female,0,0,30, United-States, <=50K
All Ages, Local-gov,27382,Basic Degree,10,Not-Married, Adm-clerical, Own-child,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,259014,Basic Degree,10,Not-Married, Transport-moving, Not-in-family,Western Origin, Male,0,0,20, United-States, <=50K
All Ages, Private,117789,Compulsory School,9,Not-Married, Other-service, Own-child,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,172579,Compulsory School,9,Married, Other-service, Not-in-family,Western Origin, Female,0,0,30, United-States, <=50K
All Ages, Private,187666,Basic Degree,11,Not-Married, Exec-managerial, Not-in-family,Western Origin, Female,0,0,45, United-States, <=50K
All Ages, Private,204518,Compulsory School,4,Not-Married, Craft-repair, Not-in-family,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,150042,Basic Degree,13,Not-Married, Prof-specialty, Own-child,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,98092,Compulsory School,9,Married, Sales, Husband,Western Origin, Male,0,0,60, United-States, <=50K
All Ages, Private,245918,Compulsory School,7,Not-Married, Other-service, Own-child,Western Origin, Male,0,0,12, United-States, <=50K
All Ages, Private,146013,Basic Degree,10,Married, Sales, Husband,Western Origin, Male,4064,0,40, United-States, <=50K
All Ages, Private,378322,Compulsory School,7,Married, Craft-repair, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages,,218956,Basic Degree,10,Not-Married,, Own-child,Western Origin, Male,0,0,24, Canada, <=50K
All Ages, Private,185480,Basic Degree,13,Not-Married, Prof-specialty, Not-in-family,Western Origin, Female,0,0,45, United-States, <=50K
All Ages, Private,191260,Compulsory School,5,Not-Married, Other-service, Own-child,Western Origin, Male,1055,0,24, United-States, <=50K
All Ages, Self-emp-not-inc,30653,Advanced Degree,14,Married, Farming-fishing, Husband,Western Origin, Male,2407,0,98, United-States, <=50K
All Ages, Local-gov,209109,Advanced Degree,14,Not-Married, Prof-specialty, Own-child,Western Origin, Male,0,0,35, United-States, <=50K
All Ages, Private,70377,Compulsory School,9,Not-Married, Prof-specialty, Own-child,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,477983,Compulsory School,9,Married, Handlers-cleaners, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,190174,Basic Degree,10,Not-Married, Exec-managerial, Not-in-family,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,193787,Basic Degree,10,Not-Married, Tech-support, Own-child,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,34918,Basic Degree,13,Not-Married, Prof-specialty, Not-in-family,Western Origin, Female,0,0,15, Germany, <=50K
All Ages, Private,175413,Basic Degree,12,Not-Married, Sales, Unmarried,Western Origin, Female,0,0,45, United-States, <=50K
All Ages, Private,173960,Basic Degree,13,Not-Married, Prof-specialty, Not-in-family,Western Origin, Female,0,0,42, United-States, <=50K
All Ages, Private,205759,Compulsory School,9,Not-Married, Handlers-cleaners, Own-child,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,176609,Basic Degree,10,Not-Married, Other-service, Not-in-family,Western Origin, Male,0,0,45, United-States, <=50K
All Ages, Private,371987,Basic Degree,13,Not-Married, Exec-managerial, Not-in-family,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,193884,Compulsory School,4,Married, Craft-repair, Husband,Western Origin, Male,0,0,40, Ecuador, <=50K
All Ages, Private,200352,Basic Degree,13,Married, Prof-specialty, Husband,Western Origin, Male,0,0,45, United-States, <=50K
All Ages, Private,127595,Compulsory School,9,Not-Married, Prof-specialty, Not-in-family,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Local-gov,220419,Basic Degree,13,Not-Married, Protective-serv, Not-in-family,Western Origin, Male,0,0,56, United-States, <=50K
All Ages, Private,231931,Basic Degree,10,Not-Married, Sales, Own-child,Western Origin, Male,0,0,45, United-States, <=50K
