age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,salary
All Ages, Private,194259,Education,10,Married-Together, Adm-clerical, Wife,Western Origin, Female,4386,0,40, United-States, >50K
All Ages, Private,180572,Education,13,Single, Prof-specialty, Not-in-family,Western Origin, Female,0,0,50, United-States, >50K
All Ages, Private,146813,Education,10,Married-Together, Prof-specialty, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Private,387569,Education,9,Married-Together, Craft-repair, Husband,Western Origin, Male,4386,0,40, United-States, >50K
All Ages, Private,86551,Education,13,Married-Together, Exec-managerial, Husband,Western Origin, Male,0,0,45, United-States, >50K
All Ages, Private,99784,Education,14,Single, Prof-specialty, Not-in-family,Western Origin, Female,0,0,40, United-States, >50K
All Ages, State-gov,327886,Education,16,Single, Prof-specialty, Own-child,Western Origin, Male,0,0,50, United-States, >50K
All Ages, Private,142182,Education,9,Married-Together, Other-service, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Private,38563,Education,13,Single, Exec-managerial, Not-in-family,Western Origin, Female,0,0,56, United-States, >50K
All Ages, Private,176186,Education,10,Married-Together, Farming-fishing, Husband,Western Origin, Male,0,0,50, United-States, >50K
All Ages, Private,48087,Education,13,Married-Together, Exec-managerial, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Self-emp-not-inc,143437,Education,14,Married-Together, Sales, Husband,Western Origin, Male,10605,0,40, United-States, >50K
All Ages, Self-emp-not-inc,160724,Education,13,Education, Sales, Husband,Non-Western Origin, Male,0,2415,40, China, >50K
All Ages, Private,194636,Education,13,Married-Together, Exec-managerial, Husband,Western Origin, Male,0,0,60, United-States, >50K
All Ages, Private,117683,Education,9,Married-Together, Transport-moving, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Private,270335,Education,13,Married-Together, Adm-clerical, Other-relative,Western Origin, Male,0,0,40, Philippines, >50K
All Ages, Private,95336,Education,13,Married-Together, Sales, Husband,Western Origin, Male,0,0,50, United-States, >50K
All Ages, Private,183800,Education,13,Married-Together, Prof-specialty, Husband,Western Origin, Male,7688,0,50, United-States, >50K
All Ages, Self-emp-not-inc,177307,Education,15,Married-Together, Farming-fishing, Husband,Western Origin, Male,0,0,65, United-States, >50K
All Ages, Private,87418,Education,13,Married-Together, Exec-managerial, Husband,Western Origin, Male,0,0,45, United-States, >50K
All Ages, Private,202027,Education,13,Married-Together, Exec-managerial, Husband,Western Origin, Male,15024,0,45, United-States, >50K
All Ages, Self-emp-inc,76860,Education,9,Education, Exec-managerial, Husband,Non-Western Origin, Male,0,0,40, United-States, >50K
All Ages, Private,138022,Education,14,Married-Together, Exec-managerial, Husband,Western Origin, Male,0,0,60, United-States, >50K
All Ages, Private,186934,Education,7,Married-Together, Machine-op-inspct, Husband,Western Origin, Male,3103,0,44, United-States, >50K
All Ages, Private,176900,Education,9,Married-Together, Craft-repair, Husband,Western Origin, Male,0,0,99, United-States, >50K
All Ages, Private,132222,Education,15,Married-Together, Prof-specialty, Husband,Western Origin, Male,0,2415,40, United-States, >50K
All Ages, Private,111567,Education,13,Single, Sales, Not-in-family,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Self-emp-inc,196373,Education,9,Married-Together, Exec-managerial, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Self-emp-inc,108293,Education,13,Married-Together, Exec-managerial, Wife,Western Origin, Female,0,1977,45, United-States, >50K
All Ages, State-gov,174675,Education,9,Married-Together, Prof-specialty, Wife,Western Origin, Female,0,0,40, United-States, >50K
All Ages, Private,227065,Education,14,Married-Together, Exec-managerial, Husband,Western Origin, Male,0,0,43, United-States, >50K
All Ages, Self-emp-inc,398473,Education,10,Married-Together, Sales, Husband,Western Origin, Male,0,0,70, United-States, >50K
All Ages, Self-emp-not-inc,123424,Education,13,Married-Together, Exec-managerial, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Private,176286,Education,12,Married-Together, Exec-managerial, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Self-emp-inc,368825,Education,10,Married-Together, Sales, Husband,Western Origin, Male,0,0,60, United-States, >50K
All Ages, Private,164966,Education,13,Education, Exec-managerial, Husband,Non-Western Origin, Male,0,0,40, India, >50K
All Ages, Private,202046,Education,9,Married-Together, Craft-repair, Husband,Western Origin, Male,0,0,35, United-States, >50K
All Ages, Private,105252,Education,13,Single, Exec-managerial, Not-in-family,Western Origin, Male,0,2392,40, United-States, >50K
All Ages, State-gov,188693,Education,14,Married-Together, Prof-specialty, Husband,Western Origin, Male,0,0,35, United-States, >50K
All Ages, Local-gov,318280,Education,9,Single, Protective-serv, Not-in-family,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Private,192835,Education,9,Married-Together, Adm-clerical, Husband,Western Origin, Male,0,0,50, United-States, >50K
All Ages, Private,112840,Education,9,Married-Together, Exec-managerial, Husband,Western Origin, Male,0,0,55, United-States, >50K
All Ages, Federal-gov,33109,Education,13,Single, Exec-managerial, Unmarried,Western Origin, Male,0,0,58, United-States, >50K
All Ages, Self-emp-inc,329980,Education,13,Married-Together, Exec-managerial, Husband,Western Origin, Male,15024,0,50, United-States, >50K
All Ages, Private,168212,Education,16,Married-Together, Prof-specialty, Husband,Western Origin, Male,0,1902,65, United-States, >50K
All Ages, State-gov,343642,Education,9,Married-Together, Prof-specialty, Wife,Western Origin, Female,0,0,40, United-States, >50K
All Ages, Self-emp-inc,180804,Education,9,Married-Together, Exec-managerial, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Self-emp-not-inc,123011,Education,9,Married-Together, Craft-repair, Husband,Western Origin, Male,15024,0,52, United-States, >50K
All Ages, Private,767403,Education,9,Married-Together, Machine-op-inspct, Husband,Western Origin, Male,3103,0,40, United-States, >50K
All Ages, Private,118494,Education,10,Married-Together, Prof-specialty, Husband,Western Origin, Male,0,0,44, United-States, >50K
