age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,salary
All Ages, Self-emp-not-inc,265477,Undergraduate School,12,Married, Prof-specialty, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,507875,Middle School,5,Married, Machine-op-inspct, Husband,Western Origin, Male,0,0,43, United-States, <=50K
All Ages, Self-emp-not-inc,88506,Undergraduate School,13,Married, Prof-specialty, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,172987,Undergraduate School,13,Married, Tech-support, Husband,Western Origin, Male,0,0,50, United-States, <=50K
All Ages, Private,94638,High School,9,Married, Adm-clerical, Unmarried,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,289980,High School,9,Not-Married, Handlers-cleaners, Not-in-family,Western Origin, Male,0,0,35, United-States, <=50K
All Ages, Private,144361,High School,9,Married, Machine-op-inspct, Husband,Western Origin, Male,0,0,38, United-States, <=50K
All Ages, Private,128354,Graduate School,14,Not-Married, Exec-managerial, Unmarried,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, State-gov,101603,Vocational School,11,Married, Craft-repair, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,271466,Vocational School,11,Not-Married, Prof-specialty, Not-in-family,Western Origin, Male,0,0,43, United-States, <=50K
All Ages, Private,32275,Vocational School,10,Married, Exec-managerial, Wife,Non-Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,226956,High School,9,Not-Married, Other-service, Own-child,Western Origin, Female,0,0,30,, <=50K
All Ages, Self-emp-inc,109832,High School,9,Not-Married, Exec-managerial, Not-in-family,Western Origin, Male,0,0,60, United-States, <=50K
All Ages, Private,216666,Primary School,3,Married, Machine-op-inspct, Husband,Western Origin, Male,0,0,40, Mexico, <=50K
All Ages, Private,56352,Vocational School,11,Married, Other-service, Husband,Western Origin, Male,0,0,40, Puerto-Rico, <=50K
All Ages, Private,147372,High School,9,Married, Adm-clerical, Husband,Western Origin, Male,0,0,48, United-States, <=50K
All Ages, Private,188146,High School,9,Married, Machine-op-inspct, Husband,Western Origin, Male,5013,0,40, United-States, <=50K
All Ages, Private,59496,Undergraduate School,13,Married, Sales, Husband,Western Origin, Male,2407,0,40, United-States, <=50K
All Ages,,293936,Middle School,4,Married,Unknown, Not-in-family,Western Origin, Male,0,0,40,, <=50K
All Ages, Private,149640,High School,9,Married, Transport-moving, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,105598,Vocational School,10,Not-Married, Tech-support, Not-in-family,Western Origin, Male,0,0,58, United-States, <=50K
All Ages, Private,155537,High School,9,Married, Craft-repair, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,183175,Vocational School,10,Not-Married, Adm-clerical, Not-in-family,Western Origin, Female,0,0,40, United-States, <=50K
All Ages,,200681,Vocational School,10,Not-Married,Unknown, Own-child,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,101509,Vocational School,10,Not-Married, Prof-specialty, Own-child,Western Origin, Male,0,0,32, United-States, <=50K
All Ages, Private,309974,Undergraduate School,13,Married, Sales, Own-child,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,211678,Vocational School,10,Not-Married, Machine-op-inspct, Not-in-family,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,124744,Vocational School,10,Married, Prof-specialty, Other-relative,Western Origin, Male,0,0,20, United-States, <=50K
All Ages, Private,213921,High School,9,Not-Married, Other-service, Own-child,Western Origin, Male,0,0,40, Mexico, <=50K
All Ages, Private,32214,Undergraduate School,12,Married, Adm-clerical, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages,,212759,High School,6,Married,Unknown, Husband,Western Origin, Male,0,0,2, United-States, <=50K
All Ages, Private,309634,High School,7,Not-Married, Other-service, Own-child,Western Origin, Female,0,0,22, United-States, <=50K
All Ages, Local-gov,125927,Middle School,4,Married, Farming-fishing, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,446839,High School,9,Not-Married, Sales, Not-in-family,Western Origin, Male,0,0,30, United-States, <=50K
All Ages, Private,276515,Undergraduate School,13,Married, Other-service, Husband,Western Origin, Male,0,0,40, Cuba, <=50K
All Ages, Private,51618,High School,9,Married, Other-service, Wife,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,159937,High School,9,Married, Sales, Husband,Western Origin, Male,0,0,48, United-States, <=50K
All Ages, Private,346253,High School,9,Not-Married, Sales, Own-child,Western Origin, Female,0,0,35, United-States, <=50K
All Ages, Private,202051,Graduate School,14,Married, Prof-specialty, Husband,Western Origin, Male,0,0,50, United-States, <=50K
All Ages, Private,54334,Middle School,5,Not-Married, Sales, Not-in-family,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,249977,Vocational School,11,Married, Prof-specialty, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,286730,Vocational School,10,Not-Married, Craft-repair, Unmarried,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,212563,Vocational School,10,Not-Married, Machine-op-inspct, Unmarried,Western Origin, Female,0,0,25, United-States, <=50K
All Ages, Private,117747,High School,9,Married, Sales, Wife,Non-Western Origin, Female,0,1573,35,, <=50K
All Ages, Local-gov,115585,Vocational School,10,Not-Married, Handlers-cleaners, Not-in-family,Western Origin, Male,0,0,50, United-States, <=50K
All Ages, Private,171095,Undergraduate School,12,Not-Married, Exec-managerial, Unmarried,Western Origin, Female,0,0,40, England, <=50K
All Ages, Federal-gov,249409,High School,9,Not-Married, Other-service, Own-child,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Self-emp-not-inc,149116,Graduate School,14,Not-Married, Prof-specialty, Not-in-family,Western Origin, Female,0,0,50, United-States, <=50K
All Ages, Private,188300,Vocational School,10,Not-Married, Tech-support, Own-child,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,103432,High School,9,Not-Married, Craft-repair, Not-in-family,Western Origin, Male,0,0,40, United-States, <=50K
All Ages,,304873,High School,6,Not-Married,Unknown, Own-child,Western Origin, Female,34095,0,32, United-States, <=50K
All Ages, Private,194901,High School,7,Not-Married, Handlers-cleaners, Own-child,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Local-gov,189265,High School,9,Not-Married, Adm-clerical, Not-in-family,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,124692,High School,9,Married, Handlers-cleaners, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,432376,Undergraduate School,13,Not-Married, Sales, Other-relative,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,377869,Vocational School,10,Married, Sales, Wife,Western Origin, Female,4064,0,25, United-States, <=50K
All Ages, Private,102864,High School,9,Not-Married, Machine-op-inspct, Own-child,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,95647,Middle School,5,Married, Handlers-cleaners, Husband,Western Origin, Male,0,0,50, United-States, <=50K
All Ages, Self-emp-inc,303090,Vocational School,10,Married, Sales, Husband,Western Origin, Male,0,0,50, United-States, <=50K
All Ages, Private,247552,Vocational School,10,Married, Sales, Husband,Western Origin, Male,0,0,56, United-States, <=50K
All Ages, Private,102632,High School,9,Not-Married, Craft-repair, Not-in-family,Western Origin, Male,0,0,41, United-States, <=50K
All Ages, Private,199915,Vocational School,10,Not-Married, Other-service, Own-child,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,118853,Undergraduate School,13,Married, Exec-managerial, Husband,Western Origin, Male,0,0,60, United-States, <=50K
All Ages, Private,77143,Undergraduate School,13,Not-Married, Exec-managerial, Own-child,Western Origin, Male,0,0,40, Germany, <=50K
All Ages, Private,301606,Vocational School,10,Not-Married, Other-service, Own-child,Western Origin, Male,0,0,35, United-States, <=50K
All Ages, Private,111697,Vocational School,10,Not-Married, Adm-clerical, Own-child,Western Origin, Female,0,1719,28, United-States, <=50K
All Ages,,129305,High School,9,Married,Unknown, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,365739,Vocational School,10,Not-Married, Craft-repair, Not-in-family,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,69621,Undergraduate School,12,Not-Married, Sales, Not-in-family,Western Origin, Female,0,0,60, United-States, <=50K
All Ages, Private,43323,High School,9,Not-Married, Other-service, Not-in-family,Western Origin, Female,0,1762,40, United-States, <=50K
All Ages, Self-emp-not-inc,120985,High School,9,Married, Craft-repair, Husband,Western Origin, Male,4386,0,35, United-States, <=50K
All Ages, Private,254202,Undergraduate School,13,Married, Sales, Husband,Western Origin, Male,0,0,50, United-States, <=50K
All Ages, Private,146195,Undergraduate School,12,Not-Married, Tech-support, Not-in-family,Western Origin, Female,0,0,36, United-States, <=50K
All Ages, Self-emp-not-inc,56920,High School,9,Married, Craft-repair, Husband,Western Origin, Male,0,0,60, United-States, <=50K
All Ages, Private,163127,Vocational School,11,Married, Adm-clerical, Wife,Western Origin, Female,0,0,35, United-States, <=50K
All Ages, Private,34310,Vocational School,10,Not-Married, Sales, Own-child,Western Origin, Male,0,0,20, United-States, <=50K
All Ages, Self-emp-inc,66614,High School,9,Married, Craft-repair, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,232782,Vocational School,10,Not-Married, Sales, Own-child,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,316868,Vocational School,10,Not-Married, Other-service, Own-child,Western Origin, Male,0,0,30, Mexico, <=50K
All Ages, Private,105376,Vocational School,10,Not-Married, Tech-support, Other-relative,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,185814,High School,9,Not-Married, Transport-moving, Unmarried,Western Origin, Female,0,0,30, United-States, <=50K
All Ages, Private,175374,Vocational School,10,Married, Other-service, Husband,Western Origin, Male,0,0,24, United-States, <=50K
All Ages, Private,108293,High School,9,Not-Married, Other-service, Unmarried,Western Origin, Female,0,0,24, United-States, <=50K
All Ages, Private,181232,High School,7,Married, Craft-repair, Husband,Western Origin, Male,0,2179,40, United-States, <=50K
All Ages,,174662,Vocational School,10,Not-Married,Unknown, Not-in-family,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Local-gov,186009,Vocational School,10,Not-Married, Adm-clerical, Unmarried,Western Origin, Female,0,0,38, Mexico, <=50K
All Ages, Private,198183,High School,9,Not-Married, Adm-clerical, Not-in-family,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,163003,Undergraduate School,13,Not-Married, Exec-managerial, Other-relative,Non-Western Origin, Female,0,0,40, Philippines, <=50K
All Ages, Private,296158,High School,9,Not-Married, Craft-repair, Own-child,Western Origin, Male,0,0,35, United-States, <=50K
All Ages, Private,187715,High School,9,Married, Craft-repair, Husband,Western Origin, Male,0,0,46, United-States, <=50K
All Ages, Private,214542,Undergraduate School,13,Not-Married, Handlers-cleaners, Not-in-family,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Self-emp-not-inc,494223,Vocational School,10,Married, Sales, Unmarried,Western Origin, Male,0,1816,2, United-States, <=50K
All Ages, Private,191535,High School,9,Not-Married, Craft-repair, Not-in-family,Western Origin, Male,0,0,60, United-States, <=50K
All Ages, Private,228456,Undergraduate School,13,Married, Other-service, Other-relative,Western Origin, Male,0,0,50, United-States, <=50K
All Ages,,38317,Primary School,2,Not-Married,Unknown, Not-in-family,Western Origin, Female,0,0,20, United-States, <=50K
All Ages, Private,252752,High School,9,Not-Married, Other-service, Unmarried,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Self-emp-inc,78374,Graduate School,14,Not-Married, Exec-managerial, Unmarried,Non-Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,88419,High School,9,Not-Married, Exec-managerial, Not-in-family,Non-Western Origin, Female,0,0,40, England, <=50K
All Ages, Private,207157,Vocational School,10,Not-Married, Other-service, Unmarried,Western Origin, Female,0,0,40, Mexico, <=50K
All Ages, Federal-gov,235485,Undergraduate School,12,Not-Married, Exec-managerial, Not-in-family,Western Origin, Male,0,0,42, United-States, <=50K
All Ages, State-gov,102628,Graduate School,14,Not-Married, Protective-serv, Unmarried,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,25828,High School,7,Not-Married, Handlers-cleaners, Own-child,Western Origin, Male,0,0,16, United-States, <=50K
All Ages, Local-gov,54826,Vocational School,11,Not-Married, Prof-specialty, Not-in-family,Western Origin, Female,0,0,20, United-States, <=50K
All Ages, Private,124953,High School,9,Not-Married, Other-service, Not-in-family,Western Origin, Male,0,1980,40, United-States, <=50K
All Ages, State-gov,175325,High School,9,Married, Protective-serv, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,428030,Undergraduate School,13,Not-Married, Craft-repair, Not-in-family,Western Origin, Male,0,0,50, United-States, <=50K
All Ages, Private,253814,High School,9,Married, Sales, Unmarried,Western Origin, Female,0,0,25, United-States, <=50K
All Ages, Private,312956,High School,9,Not-Married, Craft-repair, Own-child,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,483777,High School,9,Not-Married, Handlers-cleaners, Not-in-family,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,183930,High School,9,Not-Married, Other-service, Own-child,Western Origin, Male,0,0,12, United-States, <=50K
All Ages, Private,37274,Undergraduate School,13,Married, Prof-specialty, Husband,Western Origin, Male,0,0,65, United-States, <=50K
All Ages, Private,114580,Vocational School,10,Not-Married, Adm-clerical, Not-in-family,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,633742,Vocational School,10,Not-Married, Craft-repair, Not-in-family,Western Origin, Male,0,0,45, United-States, <=50K
All Ages, Private,304030,High School,9,Married, Adm-clerical, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Self-emp-not-inc,143129,Undergraduate School,13,Not-Married, Exec-managerial, Not-in-family,Western Origin, Female,0,0,40, United-States, <=50K
All Ages,,135105,Undergraduate School,13,Not-Married,Unknown, Not-in-family,Western Origin, Female,0,0,50, United-States, <=50K
All Ages, Private,99928,Graduate School,14,Married, Prof-specialty, Wife,Western Origin, Female,0,0,50, United-States, <=50K
All Ages, Private,155222,Vocational School,10,Not-Married, Machine-op-inspct, Not-in-family,Western Origin, Female,0,0,28, United-States, <=50K
All Ages, Private,159567,Vocational School,10,Married, Machine-op-inspct, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Local-gov,523910,Undergraduate School,13,Married, Craft-repair, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,120939,Vocational School,10,Married, Tech-support, Husband,Western Origin, Male,0,0,45, United-States, <=50K
All Ages, Federal-gov,130760,Undergraduate School,13,Married, Tech-support, Husband,Western Origin, Male,0,0,24, United-States, <=50K
All Ages, Private,197387,Primary School,3,Married, Transport-moving, Other-relative,Western Origin, Male,0,0,40, Mexico, <=50K
All Ages, Private,99374,Vocational School,10,Not-Married, Craft-repair, Not-in-family,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Self-emp-not-inc,32921,High School,9,Not-Married, Sales, Not-in-family,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,397317,Graduate School,14,Not-Married, Prof-specialty, Not-in-family,Western Origin, Female,0,1876,40, United-States, <=50K
All Ages,,170653,High School,9,Not-Married,Unknown, Own-child,Western Origin, Male,0,0,40, Italy, <=50K
All Ages, Local-gov,254817,Vocational School,10,Not-Married, Prof-specialty, Not-in-family,Western Origin, Female,0,1340,40, United-States, <=50K
All Ages, State-gov,48211,High School,9,Not-Married, Adm-clerical, Unmarried,Western Origin, Female,0,0,35, United-States, <=50K
All Ages, Private,140164,High School,7,Not-Married, Sales, Own-child,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,36270,High School,9,Not-Married, Craft-repair, Not-in-family,Western Origin, Male,0,0,60, United-States, <=50K
All Ages, Private,65368,High School,7,Not-Married, Sales, Own-child,Western Origin, Female,0,0,12, United-States, <=50K
All Ages, Local-gov,160943,High School,9,Married, Transport-moving, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,153790,Vocational School,10,Not-Married, Sales, Not-in-family,Non-Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,85815,High School,9,Married, Craft-repair, Husband,Non-Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,313321,Undergraduate School,12,Not-Married, Sales, Not-in-family,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,182609,Undergraduate School,13,Married, Sales, Husband,Western Origin, Male,0,0,50, Poland, <=50K
All Ages, Private,109434,Undergraduate School,13,Married, Prof-specialty, Husband,Western Origin, Male,0,0,55, United-States, <=50K
All Ages, Private,255004,High School,6,Not-Married, Craft-repair, Not-in-family,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,197860,Vocational School,10,Married, Handlers-cleaners, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages,,187656,Primary School,2,Not-Married,Unknown, Not-in-family,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,51744,High School,9,Not-Married, Other-service, Not-in-family,Western Origin, Male,0,2206,40, United-States, <=50K
All Ages, Private,176681,High School,9,Married, Adm-clerical, Husband,Western Origin, Male,0,0,20, United-States, <=50K
All Ages, Local-gov,140359,Primary School,1,Not-Married, Machine-op-inspct, Not-in-family,Western Origin, Female,0,0,35, United-States, <=50K
All Ages, Private,243313,High School,9,Not-Married, Sales, Own-child,Western Origin, Female,0,0,40, United-States, <=50K
All Ages,,24215,High School,6,Not-Married,Unknown, Not-in-family,Non-Western Origin, Female,0,0,10, United-States, <=50K
All Ages, Self-emp-not-inc,167687,High School,9,Married, Farming-fishing, Husband,Western Origin, Male,1409,0,50, United-States, <=50K
All Ages, Private,314209,Vocational School,11,Not-Married, Adm-clerical, Not-in-family,Western Origin, Female,0,0,20, Columbia, <=50K
All Ages, Private,176796,High School,9,Not-Married, Adm-clerical, Not-in-family,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,538583,High School,7,Married, Transport-moving, Not-in-family,Western Origin, Male,3674,0,40, United-States, <=50K
All Ages, Private,130408,High School,9,Not-Married, Sales, Unmarried,Western Origin, Female,0,0,38, United-States, <=50K
All Ages, Private,159732,Vocational School,10,Not-Married, Adm-clerical, Not-in-family,Western Origin, Male,0,0,42, United-States, <=50K
All Ages, Private,110978,Vocational School,10,Not-Married, Craft-repair, Other-relative,Non-Western Origin, Female,0,0,40, United-States, <=50K
All Ages, State-gov,268700,High School,9,Married, Other-service, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, State-gov,170525,Vocational School,10,Not-Married, Adm-clerical, Not-in-family,Western Origin, Female,0,0,38, United-States, <=50K
All Ages, Private,115458,High School,9,Not-Married, Transport-moving, Own-child,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Self-emp-not-inc,196001,High School,9,Married, Other-service, Wife,Western Origin, Female,0,0,20, United-States, <=50K
All Ages, State-gov,273905,Undergraduate School,12,Married, Protective-serv, Husband,Western Origin, Male,0,0,50, United-States, <=50K
All Ages,,119156,Vocational School,10,Not-Married,Unknown, Own-child,Western Origin, Male,0,0,20, United-States, <=50K
All Ages, Private,179488,Vocational School,10,Not-Married, Craft-repair, Not-in-family,Western Origin, Male,0,1741,40, United-States, <=50K
All Ages, Private,203580,High School,9,Married, Adm-clerical, Husband,Western Origin, Male,0,0,35,, <=50K
All Ages, Private,183916,High School,9,Not-Married, Other-service, Not-in-family,Western Origin, Female,0,0,34, United-States, <=50K
All Ages, Private,153141,High School,9,Married, Adm-clerical, Husband,Western Origin, Male,0,0,40,, <=50K
All Ages, Private,390781,Undergraduate School,13,Married, Adm-clerical, Wife,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Local-gov,171328,High School,6,Not-Married, Other-service, Unmarried,Western Origin, Female,0,0,30, United-States, <=50K
All Ages, Local-gov,27382,Vocational School,10,Not-Married, Adm-clerical, Own-child,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,259014,Vocational School,10,Not-Married, Transport-moving, Not-in-family,Western Origin, Male,0,0,20, United-States, <=50K
All Ages, Private,117789,High School,9,Not-Married, Other-service, Own-child,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,172579,High School,9,Married, Other-service, Not-in-family,Western Origin, Female,0,0,30, United-States, <=50K
All Ages, Private,187666,Vocational School,11,Not-Married, Exec-managerial, Not-in-family,Western Origin, Female,0,0,45, United-States, <=50K
All Ages, Private,204518,Middle School,4,Not-Married, Craft-repair, Not-in-family,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,150042,Undergraduate School,13,Not-Married, Prof-specialty, Own-child,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,98092,High School,9,Married, Sales, Husband,Western Origin, Male,0,0,60, United-States, <=50K
All Ages, Private,245918,High School,7,Not-Married, Other-service, Own-child,Western Origin, Male,0,0,12, United-States, <=50K
All Ages, Private,146013,Vocational School,10,Married, Sales, Husband,Western Origin, Male,4064,0,40, United-States, <=50K
All Ages, Private,378322,High School,7,Married, Craft-repair, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages,,218956,Vocational School,10,Not-Married,Unknown, Own-child,Western Origin, Male,0,0,24, Canada, <=50K
All Ages, Private,185480,Undergraduate School,13,Not-Married, Prof-specialty, Not-in-family,Western Origin, Female,0,0,45, United-States, <=50K
All Ages, Private,191260,Middle School,5,Not-Married, Other-service, Own-child,Western Origin, Male,1055,0,24, United-States, <=50K
All Ages, Self-emp-not-inc,30653,Graduate School,14,Married, Farming-fishing, Husband,Western Origin, Male,2407,0,98, United-States, <=50K
All Ages, Local-gov,209109,Graduate School,14,Not-Married, Prof-specialty, Own-child,Western Origin, Male,0,0,35, United-States, <=50K
All Ages, Private,70377,High School,9,Not-Married, Prof-specialty, Own-child,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,477983,High School,9,Married, Handlers-cleaners, Husband,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,190174,Vocational School,10,Not-Married, Exec-managerial, Not-in-family,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,193787,Vocational School,10,Not-Married, Tech-support, Own-child,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,34918,Undergraduate School,13,Not-Married, Prof-specialty, Not-in-family,Western Origin, Female,0,0,15, Germany, <=50K
All Ages, Private,175413,Undergraduate School,12,Not-Married, Sales, Unmarried,Western Origin, Female,0,0,45, United-States, <=50K
All Ages, Private,173960,Undergraduate School,13,Not-Married, Prof-specialty, Not-in-family,Western Origin, Female,0,0,42, United-States, <=50K
All Ages, Private,205759,High School,9,Not-Married, Handlers-cleaners, Own-child,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,176609,Vocational School,10,Not-Married, Other-service, Not-in-family,Western Origin, Male,0,0,45, United-States, <=50K
All Ages, Private,371987,Undergraduate School,13,Not-Married, Exec-managerial, Not-in-family,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,193884,Middle School,4,Married, Craft-repair, Husband,Western Origin, Male,0,0,40, Ecuador, <=50K
All Ages, Private,200352,Undergraduate School,13,Married, Prof-specialty, Husband,Western Origin, Male,0,0,45, United-States, <=50K
All Ages, Private,127595,High School,9,Not-Married, Prof-specialty, Not-in-family,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Local-gov,220419,Undergraduate School,13,Not-Married, Protective-serv, Not-in-family,Western Origin, Male,0,0,56, United-States, <=50K
All Ages, Private,231931,Vocational School,10,Not-Married, Sales, Own-child,Western Origin, Male,0,0,45, United-States, <=50K
All Ages, Private,248402,Undergraduate School,13,Not-Married, Tech-support, Unmarried,Western Origin, Female,0,0,40, United-States, <=50K
All Ages, Private,111095,High School,9,Married, Transport-moving, Husband,Western Origin, Male,0,0,16, United-States, <=50K
All Ages, Self-emp-inc,57424,Undergraduate School,13,Not-Married, Sales, Not-in-family,Western Origin, Female,0,0,60, United-States, <=50K
All Ages,,157443,Graduate School,14,Married,Unknown, Wife,Non-Western Origin, Female,3464,0,40,, <=50K
All Ages, Private,278130,High School,9,Not-Married, Craft-repair, Own-child,Western Origin, Male,0,0,40, United-States, <=50K
All Ages, Private,169469,High School,9,Not-Married, Sales, Not-in-family,Western Origin, Male,0,0,80, United-States, <=50K
