age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,salary
All Ages, Private,198282,Basic Degree,13,Married, Exec-managerial, Husband,Western Origin, Male,15024,0,60, United-States, >50K
All Ages, Self-emp-inc,317660,Compulsory School,9,Married, Craft-repair, Husband,Western Origin, Male,7688,0,40, United-States, >50K
All Ages, Private,65324,Basic Degree,15,Married, Prof-specialty, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Self-emp-not-inc,335605,Compulsory School,9,Married, Other-service, Husband,Western Origin, Male,0,1887,50, Canada, >50K
All Ages, Local-gov,197371,Basic Degree,11,Married, Craft-repair, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages, State-gov,267989,Basic Degree,13,Married, Prof-specialty, Husband,Western Origin, Male,0,0,50, United-States, >50K
All Ages, Private,287828,Basic Degree,13,Married, Exec-managerial, Wife,Western Origin, Female,0,0,40, United-States, >50K
All Ages, Private,114937,Basic Degree,12,Married, Adm-clerical, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Federal-gov,125933,Advanced Degree,14,Married, Prof-specialty, Husband,Western Origin, Male,0,0,40, Iran, >50K
All Ages, Private,81973,Basic Degree,10,Married, Craft-repair, Husband,Non-Western Origin, Male,0,0,40, United-States, >50K
All Ages, Private,196584,Basic Degree,11,Not-Married, Prof-specialty, Not-in-family,Western Origin, Female,0,1564,40, United-States, >50K
All Ages,,252903,Compulsory School,9,Not-Married,, Not-in-family,Western Origin, Male,0,0,45, United-States, >50K
All Ages, Self-emp-not-inc,201080,Advanced Degree,14,Married, Sales, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Private,96062,Basic Degree,10,Married, Sales, Husband,Western Origin, Male,0,1977,40, United-States, >50K
All Ages, State-gov,149624,Basic Degree,13,Married, Prof-specialty, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Local-gov,181344,Basic Degree,10,Married, Exec-managerial, Husband,Western Origin, Male,0,0,38, United-States, >50K
All Ages, Private,286370,Compulsory School,4,Married, Machine-op-inspct, Husband,Western Origin, Male,0,0,40, Mexico, >50K
All Ages, Federal-gov,29054,Basic Degree,10,Married, Adm-clerical, Husband,Western Origin, Male,0,0,42, United-States, >50K
All Ages, State-gov,109567,Advanced Degree,16,Married, Prof-specialty, Husband,Western Origin, Male,0,0,1, United-States, >50K
All Ages, Federal-gov,56795,Advanced Degree,14,Not-Married, Exec-managerial, Not-in-family,Western Origin, Female,14084,0,55, United-States, >50K
All Ages, Private,138992,Advanced Degree,14,Married, Prof-specialty, Other-relative,Western Origin, Male,7298,0,40, United-States, >50K
All Ages, Private,259323,Basic Degree,13,Married, Exec-managerial, Husband,Western Origin, Male,0,0,50, United-States, >50K
All Ages, Private,128757,Basic Degree,13,Married, Other-service, Husband,Western Origin, Male,7298,0,36, United-States, >50K
All Ages, Self-emp-inc,210563,Compulsory School,9,Married, Sales, Wife,Western Origin, Female,15024,0,35, United-States, >50K
All Ages, Private,208358,Compulsory School,9,Married, Craft-repair, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Self-emp-inc,125417,Compulsory School,4,Married, Machine-op-inspct, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Private,635913,Basic Degree,13,Not-Married, Exec-managerial, Not-in-family,Western Origin, Male,0,0,60, United-States, >50K
All Ages, Private,76714,Basic Degree,15,Not-Married, Prof-specialty, Not-in-family,Western Origin, Male,0,0,55, United-States, >50K
All Ages, Private,180138,Basic Degree,13,Married, Exec-managerial, Husband,Western Origin, Male,0,0,50, Iran, >50K
All Ages, Local-gov,115076,Advanced Degree,14,Married, Exec-managerial, Husband,Western Origin, Male,0,0,70, United-States, >50K
All Ages, Private,347890,Basic Degree,13,Married, Prof-specialty, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Private,236596,Compulsory School,9,Married, Adm-clerical, Husband,Western Origin, Male,0,0,45, United-States, >50K
All Ages, Private,207578,Basic Degree,12,Married, Tech-support, Husband,Western Origin, Male,0,1977,60, United-States, >50K
All Ages, Private,112763,Basic Degree,15,Married, Prof-specialty, Wife,Western Origin, Female,0,0,40, United-States, >50K
All Ages, Self-emp-not-inc,303044,Compulsory School,9,Married, Farming-fishing, Husband,Non-Western Origin, Male,0,0,40, Cambodia, >50K
All Ages, Self-emp-inc,257295,Basic Degree,10,Married, Exec-managerial, Husband,Non-Western Origin, Male,0,0,75, Thailand, >50K
All Ages, Private,21174,Compulsory School,9,Married, Exec-managerial, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Private,222205,Compulsory School,9,Married, Craft-repair, Wife,Western Origin, Female,0,0,40, United-States, >50K
All Ages, Private,69867,Compulsory School,9,Married, Exec-managerial, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Private,170924,Basic Degree,10,Married, Craft-repair, Husband,Western Origin, Male,7298,0,40, United-States, >50K
All Ages, Private,279472,Basic Degree,10,Married, Machine-op-inspct, Wife,Western Origin, Female,7298,0,48, United-States, >50K
All Ages, Local-gov,97688,Basic Degree,10,Married, Craft-repair, Husband,Western Origin, Male,5178,0,40, United-States, >50K
All Ages, Federal-gov,425161,Advanced Degree,14,Married, Sales, Husband,Western Origin, Male,15024,0,40, United-States, >50K
All Ages, Private,220531,Basic Degree,15,Married, Prof-specialty, Husband,Western Origin, Male,0,0,60, United-States, >50K
All Ages, Private,146268,Basic Degree,13,Married, Adm-clerical, Husband,Western Origin, Male,7688,0,40, United-States, >50K
All Ages, Private,217460,Compulsory School,9,Married, Transport-moving, Husband,Western Origin, Male,0,0,45, United-States, >50K
All Ages, Private,238638,Compulsory School,9,Married, Sales, Husband,Western Origin, Male,4386,0,40, United-States, >50K
All Ages, Private,193815,Basic Degree,12,Married, Adm-clerical, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Self-emp-inc,34987,Basic Degree,10,Married, Farming-fishing, Husband,Western Origin, Male,0,0,54, United-States, >50K
All Ages, Private,142897,Advanced Degree,14,Married, Exec-managerial, Husband,Non-Western Origin, Male,7298,0,35, Taiwan, >50K
All Ages, Self-emp-not-inc,205607,Basic Degree,13,Not-Married, Prof-specialty, Not-in-family,Western Origin, Female,0,0,40, United-States, >50K
All Ages, Private,187728,Basic Degree,10,Married, Prof-specialty, Wife,Western Origin, Female,0,1887,50, United-States, >50K
All Ages, Private,296478,Basic Degree,11,Married, Craft-repair, Husband,Western Origin, Male,7298,0,40, United-States, >50K
All Ages, State-gov,119272,Compulsory School,9,Married, Protective-serv, Husband,Western Origin, Male,7298,0,40, United-States, >50K
All Ages, Private,117963,Basic Degree,13,Married, Exec-managerial, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Private,111363,Basic Degree,13,Married, Exec-managerial, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages,,372020,Basic Degree,13,Married,, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Federal-gov,95432,Compulsory School,9,Married, Adm-clerical, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Private,96129,Basic Degree,11,Married, Tech-support, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Private,270092,Advanced Degree,14,Married, Prof-specialty, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Private,174575,Basic Degree,13,Not-Married, Exec-managerial, Not-in-family,Western Origin, Male,0,1564,45, United-States, >50K
All Ages, Private,212448,Basic Degree,13,Not-Married, Exec-managerial, Not-in-family,Western Origin, Female,0,0,45, United-States, >50K
All Ages, State-gov,184018,Basic Degree,11,Married, Machine-op-inspct, Husband,Western Origin, Male,0,0,38, United-States, >50K
All Ages, Private,162028,Basic Degree,10,Married, Adm-clerical, Wife,Western Origin, Female,0,2415,6, United-States, >50K
All Ages, Private,220098,Compulsory School,9,Married, Other-service, Wife,Western Origin, Female,0,0,40, United-States, >50K
All Ages, State-gov,98101,Basic Degree,13,Married, Exec-managerial, Husband,Western Origin, Male,7688,0,45,, >50K
All Ages, Private,86872,Basic Degree,13,Married, Exec-managerial, Husband,Western Origin, Male,0,0,55, United-States, >50K
All Ages, Self-emp-inc,132178,Basic Degree,13,Married, Exec-managerial, Husband,Western Origin, Male,0,0,50, United-States, >50K
All Ages, State-gov,288353,Basic Degree,13,Married, Protective-serv, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Private,445382,Advanced Degree,14,Married, Exec-managerial, Husband,Western Origin, Male,0,1977,65, United-States, >50K
All Ages,,123147,Basic Degree,10,Married,, Wife,Western Origin, Female,0,1887,40, United-States, >50K
All Ages, Private,188386,Advanced Degree,16,Married, Exec-managerial, Husband,Western Origin, Male,15024,0,60, United-States, >50K
All Ages, Private,92440,Compulsory School,8,Not-Married, Craft-repair, Not-in-family,Western Origin, Male,0,0,50, United-States, >50K
All Ages, State-gov,92003,Basic Degree,13,Married, Exec-managerial, Wife,Western Origin, Female,0,0,40, United-States, >50K
All Ages, Self-emp-inc,222289,Compulsory School,9,Married, Exec-managerial, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Private,29662,Basic Degree,12,Married, Other-service, Wife,Western Origin, Female,0,0,25, United-States, >50K
All Ages, Private,208405,Advanced Degree,14,Married, Prof-specialty, Husband,Western Origin, Male,0,0,50, United-States, >50K
All Ages, Private,116632,Basic Degree,10,Married, Prof-specialty, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Self-emp-inc,197332,Basic Degree,10,Married, Craft-repair, Husband,Western Origin, Male,0,0,55, United-States, >50K
All Ages, Private,245062,Compulsory School,9,Married, Craft-repair, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Private,197583,Basic Degree,12,Married, Exec-managerial, Husband,Western Origin, Male,0,0,40,, >50K
All Ages, Self-emp-not-inc,234885,Compulsory School,9,Married, Sales, Wife,Western Origin, Female,0,0,40, United-States, >50K
All Ages, Private,72887,Basic Degree,11,Married, Machine-op-inspct, Husband,Non-Western Origin, Male,0,0,40, United-States, >50K
All Ages, Private,192776,Advanced Degree,14,Married, Exec-managerial, Husband,Western Origin, Male,0,1977,45, United-States, >50K
All Ages, Private,118551,Basic Degree,13,Married, Tech-support, Wife,Western Origin, Female,0,0,16, United-States, >50K
All Ages, Private,201965,Basic Degree,10,Not-Married, Prof-specialty, Unmarried,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Private,91039,Basic Degree,13,Married, Sales, Husband,Western Origin, Male,15024,0,60, United-States, >50K
All Ages, Private,337587,Basic Degree,10,Married, Prof-specialty, Husband,Western Origin, Male,0,0,50, United-States, >50K
All Ages, Private,108116,Basic Degree,13,Married, Prof-specialty, Husband,Western Origin, Male,0,0,50, United-States, >50K
All Ages, Self-emp-inc,99146,Basic Degree,13,Married, Exec-managerial, Husband,Western Origin, Male,15024,0,80, United-States, >50K
All Ages, Private,196232,Compulsory School,9,Married, Exec-managerial, Husband,Western Origin, Male,7688,0,50, United-States, >50K
All Ages, Local-gov,186035,Basic Degree,10,Married, Tech-support, Husband,Western Origin, Male,0,0,45, United-States, >50K
All Ages, Private,177905,Basic Degree,10,Not-Married, Machine-op-inspct, Unmarried,Western Origin, Male,0,0,58, United-States, >50K
All Ages, Private,221172,Basic Degree,13,Married, Exec-managerial, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Private,101739,Basic Degree,12,Married, Exec-managerial, Wife,Western Origin, Female,0,0,50, United-States, >50K
All Ages, Private,231559,Basic Degree,15,Married, Prof-specialty, Husband,Western Origin, Male,20051,0,48, United-States, >50K
All Ages, Federal-gov,319560,Basic Degree,11,Not-Married, Craft-repair, Unmarried,Western Origin, Female,0,0,40, United-States, >50K
All Ages, Private,212960,Basic Degree,13,Married, Sales, Husband,Western Origin, Male,0,0,35, United-States, >50K
All Ages, Private,264052,Basic Degree,10,Married, Prof-specialty, Husband,Western Origin, Male,0,0,50, United-States, >50K
All Ages, Self-emp-not-inc,334273,Basic Degree,13,Married, Prof-specialty, Husband,Western Origin, Male,0,0,60, United-States, >50K
All Ages, Private,22463,Basic Degree,11,Married, Craft-repair, Husband,Western Origin, Male,0,1977,40, United-States, >50K
All Ages, Private,350162,Basic Degree,13,Married, Exec-managerial, Wife,Western Origin, Male,0,0,40, United-States, >50K
All Ages,,195733,Basic Degree,10,Married,, Husband,Western Origin, Male,0,0,30, United-States, >50K
All Ages, Private,69884,Compulsory School,9,Married, Sales, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Private,25826,Compulsory School,6,Married, Craft-repair, Husband,Western Origin, Male,0,1887,47, United-States, >50K
All Ages, Private,39352,Compulsory School,4,Not-Married, Transport-moving, Not-in-family,Western Origin, Male,0,0,48, United-States, >50K
All Ages, Private,168387,Basic Degree,13,Married, Prof-specialty, Husband,Western Origin, Male,7688,0,40, Canada, >50K
All Ages, Self-emp-not-inc,214242,Basic Degree,15,Married, Prof-specialty, Husband,Western Origin, Male,0,1902,50, United-States, >50K
All Ages, Private,410114,Advanced Degree,14,Married, Craft-repair, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Private,102388,Basic Degree,15,Married, Prof-specialty, Husband,Western Origin, Male,15024,0,45, United-States, >50K
All Ages, Private,153614,Compulsory School,9,Married, Sales, Husband,Western Origin, Male,0,0,45, United-States, >50K
All Ages, Private,205469,Basic Degree,10,Married, Exec-managerial, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Private,268090,Basic Degree,13,Married, Sales, Husband,Western Origin, Male,0,0,26, United-States, >50K
All Ages, Private,154374,Basic Degree,10,Married, Craft-repair, Husband,Western Origin, Male,15024,0,60, United-States, >50K
All Ages, Private,103649,Basic Degree,13,Married, Adm-clerical, Wife,Western Origin, Female,0,0,40, United-States, >50K
All Ages, Private,175697,Basic Degree,13,Married, Exec-managerial, Husband,Western Origin, Male,15024,0,60, United-States, >50K
All Ages, Self-emp-not-inc,289436,Advanced Degree,16,Married, Prof-specialty, Husband,Western Origin, Male,0,0,60, United-States, >50K
All Ages, Private,188563,Basic Degree,10,Married, Sales, Husband,Western Origin, Male,5178,0,50, United-States, >50K
All Ages, Self-emp-inc,195322,Advanced Degree,16,Married, Prof-specialty, Not-in-family,Western Origin, Male,0,0,40, United-States, >50K
All Ages, State-gov,169496,Basic Degree,13,Married, Tech-support, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Private,292472,Advanced Degree,16,Married, Prof-specialty, Husband,Non-Western Origin, Male,0,0,40, Taiwan, >50K
All Ages, Private,174524,Compulsory School,9,Married, Machine-op-inspct, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Self-emp-not-inc,335183,Compulsory School,8,Married, Handlers-cleaners, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Private,341204,Basic Degree,12,Not-Married, Prof-specialty, Unmarried,Western Origin, Female,8614,0,40, United-States, >50K
All Ages, Private,247019,Compulsory School,9,Married, Craft-repair, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Private,182556,Basic Degree,13,Married, Exec-managerial, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Self-emp-inc,219420,Compulsory School,9,Married, Sales, Husband,Western Origin, Male,0,0,50, United-States, >50K
All Ages, Private,161141,Basic Degree,11,Married, Craft-repair, Husband,Western Origin, Male,0,0,40, Portugal, >50K
All Ages, Self-emp-not-inc,190290,Compulsory School,9,Married, Craft-repair, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Private,203628,Advanced Degree,14,Not-Married, Prof-specialty, Not-in-family,Western Origin, Male,0,0,60, United-States, >50K
All Ages, Private,118710,Advanced Degree,14,Married, Tech-support, Husband,Western Origin, Male,0,1902,40, United-States, >50K
All Ages, Private,295566,Advanced Degree,16,Not-Married, Prof-specialty, Unmarried,Western Origin, Female,25236,0,65, United-States, >50K
All Ages, Private,63042,Basic Degree,13,Not-Married, Exec-managerial, Own-child,Western Origin, Female,0,0,50, United-States, >50K
All Ages, Private,217460,Basic Degree,13,Married, Exec-managerial, Husband,Western Origin, Male,0,0,45, United-States, >50K
All Ages, Local-gov,50459,Compulsory School,9,Married, Exec-managerial, Husband,Western Origin, Male,0,0,42, United-States, >50K
All Ages, Private,162140,Basic Degree,13,Married, Exec-managerial, Husband,Western Origin, Male,7298,0,45, United-States, >50K
All Ages, Private,177937,Basic Degree,13,Not-Married, Prof-specialty, Not-in-family,Western Origin, Male,0,0,40,, >50K
All Ages, Self-emp-not-inc,118474,Compulsory School,7,Married, Exec-managerial, Husband,Western Origin, Male,9386,0,59,, >50K
All Ages, Private,279914,Basic Degree,13,Married, Tech-support, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Private,151408,Advanced Degree,14,Not-Married, Exec-managerial, Not-in-family,Western Origin, Female,14084,0,50, United-States, >50K
All Ages, Local-gov,126319,Basic Degree,13,Married, Prof-specialty, Wife,Western Origin, Female,0,0,40, United-States, >50K
All Ages, Private,197422,Compulsory School,9,Married, Transport-moving, Husband,Western Origin, Male,7688,0,40, United-States, >50K
All Ages, State-gov,356089,Basic Degree,13,Married, Exec-managerial, Husband,Western Origin, Male,7688,0,40, United-States, >50K
All Ages, Private,285854,Compulsory School,9,Married, Transport-moving, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Federal-gov,167381,Compulsory School,9,Married, Adm-clerical, Wife,Western Origin, Female,0,0,40, United-States, >50K
All Ages, Local-gov,420537,Compulsory School,9,Married, Adm-clerical, Wife,Western Origin, Female,0,0,38, United-States, >50K
All Ages, Self-emp-inc,128272,Advanced Degree,16,Married, Exec-managerial, Husband,Western Origin, Male,0,0,70, United-States, >50K
All Ages, Private,386773,Basic Degree,13,Not-Married, Sales, Not-in-family,Western Origin, Male,0,0,55, United-States, >50K
All Ages, Private,280282,Basic Degree,11,Married, Tech-support, Wife,Western Origin, Female,0,0,24, United-States, >50K
All Ages, Private,226902,Basic Degree,13,Married, Sales, Husband,Western Origin, Male,0,0,50, United-States, >50K
All Ages, Private,130760,Basic Degree,11,Married, Exec-managerial, Husband,Western Origin, Male,0,0,50, United-States, >50K
All Ages, Private,237601,Basic Degree,13,Not-Married, Sales, Not-in-family,Non-Western Origin, Female,0,0,55, United-States, >50K
All Ages, Private,102102,Basic Degree,11,Married, Tech-support, Husband,Western Origin, Male,0,0,50, United-States, >50K
All Ages, Private,31577,Compulsory School,9,Married, Transport-moving, Husband,Western Origin, Male,0,0,60, United-States, >50K
All Ages, Private,90758,Advanced Degree,14,Not-Married, Tech-support, Not-in-family,Western Origin, Male,0,0,35, United-States, >50K
All Ages, Private,274363,Basic Degree,13,Married, Exec-managerial, Husband,Western Origin, Male,0,1902,40, England, >50K
All Ages, Private,231043,Compulsory School,9,Married, Craft-repair, Husband,Western Origin, Male,5178,0,48, United-States, >50K
All Ages, Private,169879,Basic Degree,13,Married, Prof-specialty, Husband,Western Origin, Male,3103,0,47, United-States, >50K
All Ages, Private,270333,Basic Degree,13,Married, Prof-specialty, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Private,186556,Basic Degree,10,Married, Craft-repair, Husband,Western Origin, Male,0,0,50, United-States, >50K
All Ages, Private,191277,Compulsory School,9,Married, Transport-moving, Husband,Western Origin, Male,0,0,50, United-States, >50K
All Ages, Private,34269,Compulsory School,9,Not-Married, Transport-moving, Unmarried,Western Origin, Male,0,653,42, United-States, >50K
All Ages, Private,194259,Basic Degree,10,Married, Adm-clerical, Wife,Western Origin, Female,4386,0,40, United-States, >50K
All Ages, Private,180572,Basic Degree,13,Not-Married, Prof-specialty, Not-in-family,Western Origin, Female,0,0,50, United-States, >50K
All Ages, Private,146813,Basic Degree,10,Married, Prof-specialty, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Private,387569,Compulsory School,9,Married, Craft-repair, Husband,Western Origin, Male,4386,0,40, United-States, >50K
All Ages, Private,86551,Basic Degree,13,Married, Exec-managerial, Husband,Western Origin, Male,0,0,45, United-States, >50K
All Ages, Private,99784,Advanced Degree,14,Not-Married, Prof-specialty, Not-in-family,Western Origin, Female,0,0,40, United-States, >50K
All Ages, State-gov,327886,Advanced Degree,16,Not-Married, Prof-specialty, Own-child,Western Origin, Male,0,0,50, United-States, >50K
All Ages, Private,142182,Compulsory School,9,Married, Other-service, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Private,38563,Basic Degree,13,Not-Married, Exec-managerial, Not-in-family,Western Origin, Female,0,0,56, United-States, >50K
All Ages, Private,176186,Basic Degree,10,Married, Farming-fishing, Husband,Western Origin, Male,0,0,50, United-States, >50K
All Ages, Private,48087,Basic Degree,13,Married, Exec-managerial, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Self-emp-not-inc,143437,Advanced Degree,14,Married, Sales, Husband,Western Origin, Male,10605,0,40, United-States, >50K
All Ages, Self-emp-not-inc,160724,Basic Degree,13,Married, Sales, Husband,Non-Western Origin, Male,0,2415,40, China, >50K
All Ages, Private,194636,Basic Degree,13,Married, Exec-managerial, Husband,Western Origin, Male,0,0,60, United-States, >50K
All Ages, Private,117683,Compulsory School,9,Married, Transport-moving, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Private,270335,Basic Degree,13,Married, Adm-clerical, Other-relative,Western Origin, Male,0,0,40, Philippines, >50K
All Ages, Private,95336,Basic Degree,13,Married, Sales, Husband,Western Origin, Male,0,0,50, United-States, >50K
All Ages, Private,183800,Basic Degree,13,Married, Prof-specialty, Husband,Western Origin, Male,7688,0,50, United-States, >50K
All Ages, Self-emp-not-inc,177307,Basic Degree,15,Married, Farming-fishing, Husband,Western Origin, Male,0,0,65, United-States, >50K
All Ages, Private,87418,Basic Degree,13,Married, Exec-managerial, Husband,Western Origin, Male,0,0,45, United-States, >50K
All Ages, Private,202027,Basic Degree,13,Married, Exec-managerial, Husband,Western Origin, Male,15024,0,45, United-States, >50K
All Ages, Self-emp-inc,76860,Compulsory School,9,Married, Exec-managerial, Husband,Non-Western Origin, Male,0,0,40, United-States, >50K
All Ages, Private,138022,Advanced Degree,14,Married, Exec-managerial, Husband,Western Origin, Male,0,0,60, United-States, >50K
All Ages, Private,186934,Compulsory School,7,Married, Machine-op-inspct, Husband,Western Origin, Male,3103,0,44, United-States, >50K
All Ages, Private,176900,Compulsory School,9,Married, Craft-repair, Husband,Western Origin, Male,0,0,99, United-States, >50K
All Ages, Private,132222,Basic Degree,15,Married, Prof-specialty, Husband,Western Origin, Male,0,2415,40, United-States, >50K
All Ages, Private,111567,Basic Degree,13,Not-Married, Sales, Not-in-family,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Self-emp-inc,196373,Compulsory School,9,Married, Exec-managerial, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Self-emp-inc,108293,Basic Degree,13,Married, Exec-managerial, Wife,Western Origin, Female,0,1977,45, United-States, >50K
All Ages, State-gov,174675,Compulsory School,9,Married, Prof-specialty, Wife,Western Origin, Female,0,0,40, United-States, >50K
All Ages, Private,227065,Advanced Degree,14,Married, Exec-managerial, Husband,Western Origin, Male,0,0,43, United-States, >50K
All Ages, Self-emp-inc,398473,Basic Degree,10,Married, Sales, Husband,Western Origin, Male,0,0,70, United-States, >50K
All Ages, Self-emp-not-inc,123424,Basic Degree,13,Married, Exec-managerial, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Private,176286,Basic Degree,12,Married, Exec-managerial, Husband,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Self-emp-inc,368825,Basic Degree,10,Married, Sales, Husband,Western Origin, Male,0,0,60, United-States, >50K
All Ages, Private,164966,Basic Degree,13,Married, Exec-managerial, Husband,Non-Western Origin, Male,0,0,40, India, >50K
All Ages, Private,202046,Compulsory School,9,Married, Craft-repair, Husband,Western Origin, Male,0,0,35, United-States, >50K
All Ages, Private,105252,Basic Degree,13,Not-Married, Exec-managerial, Not-in-family,Western Origin, Male,0,2392,40, United-States, >50K
All Ages, State-gov,188693,Advanced Degree,14,Married, Prof-specialty, Husband,Western Origin, Male,0,0,35, United-States, >50K
All Ages, Local-gov,318280,Compulsory School,9,Not-Married, Protective-serv, Not-in-family,Western Origin, Male,0,0,40, United-States, >50K
All Ages, Private,192835,Compulsory School,9,Married, Adm-clerical, Husband,Western Origin, Male,0,0,50, United-States, >50K
All Ages, Private,112840,Compulsory School,9,Married, Exec-managerial, Husband,Western Origin, Male,0,0,55, United-States, >50K
